title,text
article purposes artic le seve rance pay shall accr ue employmen cases hat preceded enforcement law. Work er nation al howeve r shall without prejudice righ ts acquir ed worker repealed labour l aws employment co ntract agreement regulations. Work rules f irm event worker de ath sever ance pay shall paid legal heirs.,article purposes artic le seve rance pay shall accr ue employmen cases hat preceded enforcement law except work er nation al howeve r shall without prejudice righ ts acquir ed worker repealed labour l aws employment co ntract agreement regulations work rules f irm event worker de ath sever ance pay shall paid legal heirs
article worker indefinite te rm contract abandons work initiative continuous service less one year three year sh entitled severance pay provided f th e preceding article su ch worker sh entitled two thirds said se verance pay continuous se rvice excee ds three years five years full severan ce pay exceeds five ye ars.,article worker indefinite te rm contract abandons work initiative continuous service less one year three year sh entitled severance pay provided f th e preceding article su ch worker sh entitled two thirds said se verance pay continuous se rvice excee ds three years five years full severan ce pay exceeds five ye ars
article worker definite erm con tract abandons employment initiative expiry contract period shall entitled severance pay unless h continuo us period service exceeds five years. Article worker definiteErmConTract abandon employment initiative. Article Worker definiteErMConT tract abdons employment Initiative.,article worker definite erm con tract abandons employment initiative expiry contract period shall entitled severance pay unless h continuo us period service exceeds five years
article worker shall forfeit entitlement en tire severan ce pay following two cases dismissed service reasons specified article abandons employme nt order avoid dismissed accordance article abands employment accord otherwise eith er two cases specified article hereof without notice case indefinite term contracts completing five years continuous service case definite term contracts.,article worker shall forfeit entitlement en tire severan ce pay following two cases dismissed service reasons specified article abandons employme nt order avoid dismissed accordance article abandons employment accord otherwise eith er two cases specified article hereof without notice case indefinite term contracts completing five years continuous service case definite term contracts
article firm h provident fund f workers rules fund stipul ate whatev er employer pa ys fund f wor ker account discha rge legal ob ligation respect severance pay work er shall paid savings balance accou nt severance p ay due law.,article firm h provident fund f workers rules fund stipul ate whatev er employer pa ys fund f wor ker account discha rge legal ob ligation respect severance pay work er shall paid savings balance accou nt severance p ay due law wh ichever grea ter rules fund stipulate amoun ts paid employ er dischar ge legal obligation toward seve rance pay worker shall receive whatev er due provident fund addition statutor severan ce pay
article firm h retirement insurance similar scheme work er entitled retireme nt pension may opt treatment said pension uae labour law severan ce pay pension insurance scheme whichever advan tageous uae Labour law chapter viii compensation occupational injuries. article firm h Retirement Insurance similar scheme.,article firm h retirement insurance similar scheme work er entitled retireme nt pension may opt treatment said pension uae labour law severan ce pay pension insurance scheme whichever advan tageous uae labour law chapter viii compensation occupational injuries
article worker ustains elated injuries occupational dise ases listed schedules attach ed law employ er representative shall report matter immediately police labour de partment local office within whose jurisdiction p lace busine ss located report shall include work er name ag e occupation address nation ality brief account accident circumstances medical aid treatment provided receipt report.,article worker ustains elated injuries occupational dise ases listed schedules attach ed law employ er representative shall report matter immediately police labour de partment local office within whose jurisdiction p lace busine ss located report shall include work er name ag e occupation address nation ality brief account accident circumstances medical aid treatment provided receipt report police shall carry nece ssary investigati compile report containing statements witnesse employ er representative injured condition permits shall particularly indicate whether accident wo deliberate result gross misconduct worker
article completion investigation police shall se nd one copy report labour departme nt one employer l abour departmeNt may request supplementary inquiry may conduct e finds necessary may conduct supplementary inquiry. Police shall be able to take one copy of the report to any employer they wish.,article completion investigation police shall se nd one copy report labour departme nt one employer l abour departme nt may request supplementary inquiry may conduct e finds necessary
article worker ustains ated injury contracts occupational disease employ er shall pay f cost treatment government private loca l medic al center recovers proven disabled tr eatment shall inclu de costs residence hospital sanatorium surgical operations ay medical diagnosis purchase medici nes rehabilitation equipment nd supply f artificial limbs prosthetic appliances.,article worker ustains ated injury contracts occupational disease employ er shall pay f cost treatment government private loca l medic al center recovers proven disabled tr eatment shall inclu de costs residence hospital sanatorium surgical operations ay medical diagnosis purchase medici nes rehabilitation equipment nd supply f artificial limbs prosthetic appliances person declared disabled addition foregoing employ er shall pay cost transport required connec tion work er treatmen
"article injury prev ents work er carrying h work employ er shall pa cash allowance equal full pay throughout period treatment period six months whichever shorter tr eatment lasts six months allowance sha reduced period 6 months worker fully recovers declared disabled dies wh ichever occurs first. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details.",article injury prev ents work er carrying h work employ er shall pa cash allowance equal full pay throughout period treatment period six months whichever shorter tr eatment lasts six months allowance sha reduced period six months worker fully recovers declared disabled dies wh ichever occurs first
"article cash allowance referred preceding article shall calculated basis last wage received monthl weekly daily hourly paid workers basis. avera ge daily wage referred arti cle f paid piecemeal basis. Article cash allowance shall be calculated on a monthly, weekly, daily and hourly basis.",article cash allowance referred preceding article shall calculated basis last wage received monthl weekly daily hourly paid workers basis avera ge daily wage referred arti cle f paid piecemeal basis
article finalizati treatm ent attending physician shall compile report two. Report two one de livered worker h e shall specify n ature cause injury da te occurr ence exten period treatment wh ether resulted permanen disability degree disability whether total partial uae labour law extent disabl ed worker.,article finalizati treatm ent attending physician shall compile report two one de livered worker h e shall specify n ature cause injury da te occurr ence exten period treatment wh ether resulted permanen disability degree disability whether total partial uae labour law extent disabl ed worker fit resu work despite disability
article dispute arises ex tent worker physical fitness f work degree disability matter related injury treat ment atter shall referred ministry health compet ent labour department. Whenev er dispute referr ed set medica l board consisting three gover nment medical fficers determine e xtent worker medical fitness employ ment degree disability.,article dispute arises ex tent worker physical fitness f work degree disability matter related injury treat ment atter shall referred ministry health compet ent labour department th e ministry health hall whenev er dispute referr ed set medica l board consisting three gover nment medical fficers determine e xtent worker medical fitness employ ment degree disability matt er related inj ury treat ment board ay call experts believes capable helping decision shall final shall submitted labour department order measur es necessary implementation may taken
article worker dies sult elated inju ry occupational dise ase members family shall entitled compens ation equal basic wage twenty four month provided th amount compensation sh neither less eighteen thous thirty five thousa nd dirham amo unt compensation shall calculated basis last wage received worke r death compensation sh distributed among deceas ed worker dependents accordance provisions.,article worker dies sult elated inju ry occupational dise ase members family shall entitled compens ation equal basic wage twenty four month provided th amount compensation sh neither less eighteen thous thirty five thousa nd dirham amo unt compensation shall calculated basis last wage received worke r death compensation sh distributed among deceas ed worker dependents accordance provisions schedule ttached law purposes article expression deceased worker famil refers following persons wholly substantially dependent subsistence deceased worker income time death widow children sons years age also sons regularly enrolled educational institutions un der years age mentally physically incapacitated earn living term sons includes sons law husband wife depe ndent deceas ed worker time death unmarried daughters term includes also unmarried daughters law husband wife dependent deceas ed worker time death parents brothers sisters subject conditions prescrib ed sons daughters
article wo injury occupational disease permanently renders worker partial disabled shall entitled compensation applicable rate specified. Two schedules attach ed law multiplied applicable death compens ation amou nt provided f first paragraph prec eding article. Article. wo injury Occupational disease permanently rendering worker partial Disabled shall entitled Compensation applicable rate. specified two schedules attached law multiplied applying death compensation amo nt.,article wo injury occupational disease permanently renders worker partial disabled shall entitled compensation applicable rate specified two schedules attach ed law multiplied applicable death compens ation amou nt provided f first paragraph prec eding article
article amount compensation payable wor ker event perman ent tota l disability sh amount payable ev ent death uae labour law. Article amount compensation. payable wor Ker event permanent ent totA l disabilitySh amount payable Ev ent death Uae labour Law.article amount Compensation payable worker event permanence ent tot a l disability.,article amount compensation payable wor ker event perman ent tota l disability sh amount payable ev ent death uae labour law
article minis ter labour wh en necessary consent minister health may amend schedules attach ed hereto concerning occupational diseases disability compens ation assessment artic le injured worker sh entitled compensation injury disability result death inquiries carried competent authorities established willfully brought injury intention committing suicide obtaining compensation sick leave.,article minis ter labour wh en necessary consent minister health may amend schedules attach ed hereto concerning occupational diseases disability compens ation assessment artic le injured worker sh entitled compensation injury disability result death inquiries carried competent authorities established willfully brought injury intention committing suicide obtaining compensation sick leave reason time occurr ence influence narcotic drug alcohol intentio nally violated safety instructions poste conspicuous positions workp lace injury disability r esult gross deli berate misconduct part refused good reason submit medical examination undergo treatment ordered medic al board set pursuant article circumst ances employ er shall required provide trea tment work er pay cash allowanc uae labour law chapter ix collective labour disputes
article colle ctive labour dispute refe rs dispute employer workers involves common intere st gro workers certain firm occupation trade professional sector. The dispute involves the employment of workers in the professional sector of the economy. The workers are involved in a dispute with their employer over pay and conditions.,article colle ctive labour dispute refe rs dispute employer workers involves common intere st gro workers certain firm occupation trade professional sector
article dispute occurs tween one employers certain group worker parties fail sett le amicably following procedures. Adhered workers sh submit complaint claim writing employer copy thereof labour department employ er shall reply writing workers complaint claim within seven worki ng days date receipt. Time send copy reply labour department employer f ails reply presc ribed time limit reply lead settlement dispute.,article dispute occurs tween one employers certain group worker parties fail sett le amicably following procedures shall adhered workers sh submit complaint claim writing employer copy thereof labour department employ er shall reply writing workers complaint claim within seven worki ng days date receipt shall time send copy reply labour department employer f ails reply presc ribed time limit reply lead settlement dispute compet ent labour de partment shall eith er initiative request one parties dispute mediate amicable settlemen claimant employer shall submit h complaint directly labour department shall media te parties settle dispute amicably
article mediation compet ent labour depa rtme nt es lead settleme nnt dispute within ten days date taking cognizance issue dispute shall refer dispute compe tent conciliati commi ttee determin ation shall accordingly inform parties writing. The dispute shall be settled within 10 days.,article mediation compet ent labour depa rtme nt es lead settleme nt dispute within ten days date taking cognizance issue dispute shall refer dispute compe tent conciliati commi ttee determin ation shall accordingly inform parties writing
"article committee called conciliation committee shall set within labour de partment resolution minister labo ur social affairs. Article committee will be made up of members of the Labour Party, the Communist Party of Canada, the Quebec Communist Party, and the French Communist Party. The committee will also include members of both the French and French-speaking communities.",article committee called conciliation committee shall set within labour de partment resolution minister labo ur social affairs
article party dispute shall pursue dispute conciliation committ ee settlement reached committee shall issue decision majority vote within two weeks da te dispute referr ed decisions shall binding parties agreed writi ng commit ee bound ecisions absence greem ent either party may appe al committee decision suprem e arbitration board within days date whi ch decision given otherwise.,article party dispute shall pursue dispute conciliation committ ee settlement reached committ ee shall issue decision majority vote within two weeks da te dispute referr ed decisions shall binding parties agreed writi ng committ ee bound ecisions absence greem ent either party may appe al committee decision suprem e arbitration board within days date whi ch decision given otherwise decision shall become final enforceable
article neither repudiation employme nt contr acts dismissal workers representatives conciliation committ ee shall preclude repre sentative continuing discharge functions committee unle ss workers elect representatives pl ace uae labour law. Article neither repudiated employme  nt  dispute workers referred to conciliation committ e.,article neither repudiation employme nt contr acts dismissal workers representatives conciliation committ ee shall preclude repre sentative continuing discharge functions committee unle ss workers elect representatives pl ace uae labour law
article board called supreme arbitration board shall set within ministry labour social affairs settle collective labo ur disputes board shall composed follows minist er labour social ffairs chairman event absenc e secretary neral ministry hall replace judge federal supreme cou rt appointed order minister justice nomination plenum court member person high integrit knowledgeable nd experienced releva nt area appointed member order minister laboursocial affairs.,article board called supreme arbitration board shall set within ministry labour social affairs settle collective labo ur disputes board shall composed follows minist er labour social ffairs chairman event absenc e secretary neral ministry hall replace judge federal supreme cou rt appointed order minister justice nomination plenum court member person high integrit knowledgeable nd experienced releva nt area appointed member order minister labour social affairs two al ternate members may appointed ame categories two principal members take place event absence inability serv principal alternate members sh appointed one nd decr ee appointmen renewable te rm three yea rs
article supreme arbitration board shall compe tent finally conclusively settle collective labour disputes. parties conc erned decisions shall taken majority vote grounds. decisions based shall be made on a majority vote basis. The board will be made up of representatives from both the public and private sectors. The chairman of the board shall be a member of the Labour Party.,article supreme arbitration board shall compe tent finally conclusively settle collective labour disputes referr ed parties conc erned decisions shall taken majority vote grounds decisions based shall stated
article council ministers shall based proposal based on proposal submitted minister f labour social affairs con sultation minist er justice issue order regulating litigation proceedin gs rules necessary ensuring efficient progress work conciliation committ ee supre arbitr ation board f settlement collective l abour disputes purposes.,article council ministers shall based proposal submitted minister f labour social affairs con sultation minist er justice issue order regulating litigation proceedin gs rules necessary ensuring efficient progress work conciliation committ ee supre arbitr ation board f settlement collective l abour disputes purposes carrying functi ons boards shall right examine papers doc uments records evidence order custodians thereof submit enter premises conducting nece ssary investigation take measures th ey deem appropriate f set tleme nt dispute
article none parties dispute final decision rendered boards provided section sh raise exce pt mutual agreement two parties concerned. Board provides section sh provide section sh raised except mutual agreement. Board provided section provided sectionSh raise except common ground common ground Common ground Common Ground Common Sense Common Sense.,article none parties dispute final decision rendered boards provided section sh raise exce pt mutual agreement two parties concerned
article boards provided chapter sh apply provisions law laws curre ntly force provisions islamic sharia law rules customary law principles equity natur al law co mparative law consistent therewith. Article boards provided chapters sh apply to law laws consistent with sharia rules.,article boards provided chapter sh apply provisions law laws curre ntly force provisions islamic sharia law rules customary law principles equity natur al law co mparative law consistent therewith
article decisio ns supreme ar bitration board settl ement collective l abour disputes shall applied. collaboration compet ent authority emirate uae labour law chapter x labour inspection. Article decisiosn supreme arbitration board Settl Ement collectiveL abour Disputes shall applied collaboration.,article decisio ns supreme ar bitration board settl ement collective l abour disputes shall applied collaboration compet ent authority emirate uae labour law chapter x labour inspection
article labour inspection sh carri ed special inspectors affiliated ministry labo ur social affairs shall powers authority specified law labour inspectors shall carry identity cards issu ed ministry labour social affairs. Labour inspectors shall be authorized to carry ID cards issued by the ministry of labour and social affairs to carry out their duties.,article labour inspection sh carri ed special inspectors affiliated ministry labo ur social affairs shall powers authority specified law labour inspectors shall carry identity cards issu ed ministry labour social affairs
article labour inspector sh ensure proper complian ce provisions law particularly related employme nt term wage protection workers performance work tters related health safety workers employ ment juveniles women extend employers workers technical information advice would ena ble apply provisions l aw st pos sible manner alert compet ent authorities shortcomings adequately.,article labour inspector sh ensure proper complian ce provisions law particularly related employme nt term wage protection workers performance work tters related health safety workers employ ment juveniles women extend employers workers technical information advice would ena ble apply provisions l aw st pos sible manner alert compet ent authorities shortcomings adequately addr essed existi ng provisions make appropriate recommendations thi respect record violations law ex ecutive gulations orders
article assuming duties l abour inspectors shall take oath minister labour social ffairs th respect law perform duti es hone stly faithfully even leaving servic e reveal ny industrial secret patent right secrets come knowled ge course duties shall tr eat comp laints th ey receive absolutely confidential shall give intimation employer representatives sour ce complaints.,article assuming duties l abour inspectors shall take oath minister labour social ffairs th respect law perform duti es hone stly faithfully even leaving servic e reveal ny industrial secret patent right secrets come knowled ge course duties shall tr eat comp laints th ey receive absolutely confidential shall give intimation employer representatives sour ce complaints
article employers nd representatives sh provide inspectors authorized carry labour inspection facilities information necessary performance f duties. shall respond summons appearing personally sending representatives requested. employers and representatives must provide inspectors with information necessary to carry out their duties. Employers and representatives should provide information necessary for their duties to be carried out.,article employers nd representatives sh provide inspectors authorized carry labour inspection facilities information necessary performance f duties shall respond summons appearing personally sending representatives requested
article labour inspector shall following powers enter firm subject provisi ons law without previous notice hour day night within working hours carry examination inquiry necessary verify due compliance la particularly interroga te emplo yer workers eith er privately. Th e presence witnes ses matters related compli ance provisions law examin e.,article labour inspector shall following powers enter firm subject provisi ons law without previous notice hour day night within working hours carry examination inquiry necessary verify due compliance la particularly interroga te emplo yer workers eith er privately th e presence witnes ses matters related compli ance provisions law examin e obtain copies ex tracts documents required kept accordance wi th law executive orders uae labour law take sample materials used connection industrial oper ations th subject inspection materials suspected harmful e ffect health safe ty workers f purpose th em analysed authorise laboratories ascertaining degree danger shall notify employer representatives result tak e appropriate measures connection ensure notices anno unce ments posted workplac e required law
"article minister labour social affairs shall issue regulations necessary organising inspection operations stipulated in the preceding article. Minister labour social Affairs shall issue Regulations necessary to organise inspection operations. For further information, see: http://www.dailymail.co.uk/news/article-news/2013/01/27/Labour-Social-Affairs-Minister-Issue-Regulations-Organising-Inspections.html#storylink=cpy. For more information, visit: www.dailymails.com.",article minister labour social affairs shall issue regulations necessary organising inspection operations stipulated preceding article
"article without prejudice provisions article person carrying ut inspection shall notify employ er employer rep resentative arrival unless considers inspection mission requires otherwise. Article person carrying out inspection shall not notify employer of arrival unless considered inspection mission required otherwise. article without prejudice: Person carrying out an inspection of an employer shall notify the employer of his or her arrival, unless considered otherwise.",article without prejudice provisions article person carrying ut inspection shall notify employ er employer rep resentative arrival unless considers inspection mission requires otherwise
article ensure compliance provisions regarding health safety workers labour inspector ay require employers representatives make alterations installations plant used facilities within time limits may define addition may ev ent imminent threat. Health safety workers require adoption measures deems necessary avert thre forthwith. Article ensure compliance with health safety rules regarding health and safety workers.,article ensure compliance provisions regarding health safety workers labour inspector ay require employers representatives make alterations installations plant used facilities within time limits may define addition may ev ent imminent threat health safety workers require adoption measures deems necessary avert thre forthwith
article cour se inspection inspector discovers violation law executive regulations orders shall draw report documenting violation submit compe tent labour departme nt enab le take th e necessary action st offender. Article cour se inspectors discover violation law. Executive regulations orders Shall drawReport documenting violation. submit compe Tent Labour Departme n t enable.,article cour se inspection inspector discovers violation law executive regulations orders shall draw report documenting violation submit compe tent labour departme nt enab le take th e necessary action st offender
"article labour inspector may wh en necessary request compe tent administrative authorities police provide necessary assis tance inspection made connection to health aspects. Work inspector shall subject consent ad competent labour department accompanied specialised medic al practitioner. Ministry health medical practitioner appointed purpose for purpose of work inspector. For confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or click here for details.",article labour inspector may wh en necessary request compe tent administrative authorities police provide necessary assis tance inspection made connection health aspects work inspector shall subject consent ad competent labour department accompanied specialised medic al practitioner ministry health medical practitioner appointed purpose
article chief labour inspect area shall prepare mo nthly report labour inspection activities inspection aspects facilities inspected nd numb er types violations committed. Annual report inspection localit containing results effe cts inspection comments proposals copies monthly annual reports shall sent labour department. The annual report will be sent to the labour department every year.,article chief labour inspect area shall prepare mo nthly report labour inspection activities inspection aspects facilities inspected nd numb er types violations committed shall also prepare annual report inspection localit containing results effe cts inspection comments proposals copies monthly annual reports shall sent labour department
article ministry labour social affairs shall draw nnual report inspection activities stat e containing matters related ministry uae labour law supervision implementation la bour law particular following matt ers provisions governing inspection officials charge inspection statistics firms th subject inspection number workers employ ed therein numb er inspection visits tours made inspectors violations committed penalties impose related juries occupational diseases.,article ministry labour social affairs shall draw nnual report inspection activities stat e containing matters related ministry uae labour law supervision implementation la bour law particular following matt ers provisions governing inspection officials charge inspection statistics firms th subject inspection number workers employ ed therein numb er inspection visits tours made inspectors violations committed penalties impose related juries occupational diseases
article ministry labour social affairs shall design special forms violation reports violation reports inspection records minders warnings shall define necessary rules mainten ance use forms shall circulate labour departments various localities. The labour department will design and circulate special forms for various labour departments in the UK and Canada. The special forms will also be used in the United States.,article ministry labour social affairs shall design special forms violation reports inspection records minders warnings shall define necessary rules mainten ance use forms shall circulate labour departments various localities
article subject nationals priority right employment addition gener al requirements connection appointment employee labour inspectors fairly impartial direct interest establishmen ts th ey inspec pass speci al test professional ethics completing period training at least three months. article subject nationalspriority right employment added gener al requirement connection appointmentemployees fairly impartial fair and impartial.,article subject nationals priority right employment addition gener al requirements connection appointment employee labour inspectors fairly impartial direct interest establishmen ts th ey inspec pass speci al test professional ethics completing period training least three months
article ministry labour social affairs shall organise special courses training labour inspectors. Training labour inspectors particularly following basi cs principle. organizing inspection visits making contacts employers workers. auditing records books showing employers interpret legal texts nd advantag es applying texts assisting industrial technology means protection related juries.,article ministry labour social affairs shall organise special courses training labour inspectors particularly following basi cs principle organizing inspection visits making contacts employers workers auditing records books showing employers interpret legal texts nd advantag es applying texts assisting industrial technology means protection related juries occupational diseases production efficiency connection provision favourable conditions f performance work uae labour law chapter xi penalties
article without prejudice severer penalty provided law penalty imprisonment period exceeding six months fine less three thousand dirhams n ot exceeding ten housand dirhamS shall impo sed anyone violat es imperati provisions law executive regulations orders anyone obstructs prevents attempts prevent official entrusted implementation provisions.,article without prejudice severer penalty provided law penalty imprisonment period exceeding six months fine less three thousand dirhams n ot exceeding ten housand dirhams shall impo sed anyone violat es imperati provisions law executive regulations orders anyone obstructs prevents attempts prevent official entrusted implementation provisions law ex ecutive regulations orders performi ng duties whether actual threaten ed use force violence official entrusted implementati provisions law divulges ev en termination h services work secret patent right work method th came knowledge c apacity official
article enforcement fine rulings shall stayed fine applicab le employer ffence shall multiplied number workers gainst wh om offence co mmi tted provided total amou nt fine shall exceed three times maximu limit prescrib ed fine article shall applic able violations committ ed following provisions respective ex ecutive regulations.,article enforcement fine rulings shall stayed fine applicab le employer ffence shall multiplied number workers gainst wh om offence co mmi tted provided total amou nt fine shall exceed three times maximu limit prescrib ed fine article shall applic able violations committ ed following provisions respective ex ecutive regulations orders violation provisions article violation provisions sectio ns two three chapter two violation provisions chapter three violations articles
"article ffence committed lapse one ye ar date judgment court pronounced respect similar offence committed ame offender penalty may doubled. Article is based on a decision by the Court of Criminal Appeal of the Supreme Court of England and Wales. The penalty for this offence is a fine of up to £1,000.",article ffence committed lapse one ye ar date judgment court pronounced respect similar offence committed ame offender penalty may doubled
article without prejudice articles nd pe nal proceedings shall be initiated manager charge. Firm may also initiated firm owner reason believe th aware facts constit uting th e offence. Company may also initiate manager charge if owner believes th know facts constituting offence. Firm can also initiate charge if it believes th knows facts constituting offence. firm can also initiated charge if they believe th know the facts constitute offence.,article without prejudice articles nd pe nal proceedings shall initiated manager charge firm may also initiated firm owner reason believe th aware facts constit uting th e offence
article employer fails fulfill obligations law labour department concer ned may issue order specifying violation committed instructing employer remedy within specific period starting date. employer notification violation remedi ed specified period said departme nt shall carry ut required reme dial work employer expense recover expenses way attachment.,article employer fails fulfill obligations law labour department concer ned may issue order specifying violation committed instructing employer remedy within specific period starting date employer notification violation remedi ed specified period said departme nt shall carry ut required reme dial work employer expense recover expenses way attachment
article applyi ng provisions law executive gulations orders labour department shall extent possible refrain initiating penal action uae labour law extends advice guidan ce employers workers commit violations law nece ssary issues written warning reme dy violations uae Labour law chapter xii concluding provisio ns.,article applyi ng provisions law executive gulations orders labour department shall extent possible refrain initiating penal action uae labour law extends advice guidan ce employers workers commit violations law nece ssary issues written warning reme dy violations uae labour law chapter xii concluding provisio ns
article minist er labour social affairs shall issue resolutions naming labour departments offices entrusted application law specifying territorial jurisdiction. The Labour Department will be responsible for the welfare of the nation's labour force. The labour Department will also have the power to issue decrees and orders on labour rights and conditions.,article minist er labour social affairs shall issue resolutions naming labour departments offices entrusted application law specifying territorial jurisdiction
article heads labour departments inspecto rs ministry labour social affairs shall status judici al officers purposes application law executive regulations orders. Article heads are heads of labour departments inspected by the inspector of labour and social affairs of the ministry of labour. The article heads are: heads of the labour departments of the Ministry of Labour and Social Affairs.,article heads labour departments inspecto rs ministry labour social affairs shall status judici al officers purposes application law executive regulations orders
"article provision inconsistent provisions law hereby repealed. Article provision inconsistent with other provisions of the law is repealed. The repeal applies to all articles inconsistent with the provisions of this article. The repealed article is called the ""article provision inconsistency provision law"" The repeal is also known as the "" article provision inconsistency provisions law"" law.",article provision inconsistent provisions law hereby repealed
article without prejudice cases exempted fe es specified law minister labour shall issue resolution fixing fees payable ssue licenses f employme nt agencie employment visas work permits renewal nd issue copies documen ts prescrib ed th law provided th fee shall exc eed five h undred dirhams.,article without prejudice cases exempted fe es specified law minister labour shall issue resolution fixing fees payable ssue licenses f employme nt agencie employment visas work permits renewal nd issue copies documen ts prescrib ed th law provided th fee shall exc eed five h undred dirhams
"article council ministers based on proposers al minist er labour nd social affairs may adopt rules favourable to national workers. Council ministers based proposers of labour and social affairs could adopt rules favorable to workers. Ministers based proposer of Labour and Social Affairs may adopt Rules favourable to workers, such as the National Workers' Act.",article council ministers based propos al minist er labour nd social affairs may adopt rules favourable national workers
article minist er labour social affairs shall issue resolutions implementation provisio ns law. Ministers within jurisdiction shall implement provisions of the law within their jurisdiction. Ministers of state and local government shall be responsible for the implementation of the laws of their respective jurisdictions. The law must be implemented within the jurisdiction of the minister of state.,article minist er labour social affairs shall issue resolutions implementation provisio ns law ministers within jurisdiction shall implement provisions law
article law shall published official gazette shall co force days da te public ation zayed bin sultan al nahyan president united arab emirates issu ed presidential pa lace abu dhabi jumada al aakhir h corresponding april g.,article law shall published official gazette shall co force days da te public ation zayed bin sultan al nahyan president united arab emirates issu ed presidential pa lace abu dhabi jumada al aakhir h corresponding april g
